Date,Time,UserID,Location,PostContent,Sentiment,Likes,Comments,EngagementScore,ImageDescription,TravelType
7/9/2025,3:35,U91037,Amman,Quick trip to Amman for work – still managed to catch this: roman amphitheater with crowd.,Positive,131259,1170,81095.4,Roman amphitheater with crowd,Business
7/28/2025,0:39,U51692,Cusco,Business isn’t all boring – check out stone streets of inca city in Cusco.,Negative,229522,2901,143515.2,Stone streets of Inca city,Business
6/2/2025,13:55,U62840,Auckland,Adrenaline + views = Auckland. Loved sunset ferry on waitematā harbour!,Negative,359506,3215,222133.6,Sunset ferry on Waitematā Harbour,Adventure
7/24/2025,11:37,U52667,Budapest,Vacation vibes in Budapest! Chain Bridge at night made it unforgettable.,Positive,37857,1912,26538.2,Chain Bridge at night,Leisure
6/17/2025,17:26,U68901,Kuala Lumpur,Adventuring through Kuala Lumpur – just look at local night market stalls!,Positive,379957,3331,234636.2,Local night market stalls,Adventure
6/5/2025,7:15,U65482,Athens,"Between meetings in Athens, took a moment to enjoy rooftop taverna with acropolis view.",Positive,130076,3279,84603.6,Rooftop taverna with Acropolis view,Business
6/7/2025,14:26,U42900,Lima,Adventuring through Lima – just look at cliffs overlooking pacific ocean!,Positive,358459,4769,224613.4,Cliffs overlooking Pacific Ocean,Adventure
7/8/2025,16:43,U88605,Lisbon,Thrill-seeking in Lisbon! Tile-covered buildings in Alfama was the highlight.,Positive,215505,3636,136575,Tile-covered buildings in Alfama,Adventure
7/22/2025,22:27,U33578,Vilnius,Quick trip to Vilnius for work – still managed to catch this: baroque churches in morning light.,Neutral,54377,84,32794.2,Baroque churches in morning light,Business
7/5/2025,4:21,U13821,New York,Business isn’t all boring – check out times square crowd at night in New York.,Neutral,77932,4652,56063.2,Times Square crowd at night,Business
6/5/2025,3:53,U19724,Lisbon,Business isn’t all boring – check out tile-covered buildings in alfama in Lisbon.,Negative,271140,4529,171742,Tile-covered buildings in Alfama,Business
7/5/2025,11:16,U36741,Vilnius,Exploring the beauty of Vilnius – baroque churches in morning light.,Neutral,119720,1894,75620,Baroque churches in morning light,Leisure
7/22/2025,6:07,U85553,Barcelona,Adventuring through Barcelona – just look at sagrada familia at sunset!,Positive,364830,1731,222360,Sagrada Familia at sunset,Adventure
5/30/2025,23:47,U49177,Brussels,Quick trip to Brussels for work – still managed to catch this: atomium reflecting in water.,Negative,92113,616,56499.8,Atomium reflecting in water,Business
6/6/2025,17:54,U66192,Amman,Thrill-seeking in Amman! Roman amphitheater with crowd was the highlight.,Negative,41714,2768,30564.4,Roman amphitheater with crowd,Adventure
7/7/2025,1:21,U17700,Doha,Adventuring through Doha – just look at souq waqif lantern shops!,Neutral,80025,4083,56181,Souq Waqif lantern shops,Adventure
6/22/2025,20:09,U33626,Mexico City,Vacation vibes in Mexico City! Street tacos on paper plate made it unforgettable.,Positive,400421,3052,246356.6,Street tacos on paper plate,Leisure
7/7/2025,19:56,U78574,Nairobi,Quick trip to Nairobi for work – still managed to catch this: sunrise over savannah.,Positive,459288,3190,281952.8,Sunrise over savannah,Business
7/22/2025,1:39,U98900,Santiago,Quick trip to Santiago for work – still managed to catch this: andes behind the skyline.,Neutral,5093,4297,11649.8,Andes behind the skyline,Business
7/25/2025,6:10,U91894,Lima,Exploring the beauty of Lima – ceviche dish close-up.,Neutral,22770,3836,21334,Ceviche dish close-up,Leisure
6/21/2025,20:17,U70612,Cairo,"Between meetings in Cairo, took a moment to enjoy ancient hieroglyphs inside tomb.",Positive,115010,4018,77042,Ancient hieroglyphs inside tomb,Business
7/6/2025,13:06,U41917,Vancouver,Adrenaline + views = Vancouver. Loved snow-capped mountains behind skyline!,Positive,92714,4971,65570.4,Snow-capped mountains behind skyline,Adventure
6/19/2025,6:49,U33701,Santiago,"Between meetings in Santiago, took a moment to enjoy andes behind the skyline.",Positive,136363,2393,86603.8,Andes behind the skyline,Business
7/26/2025,8:34,U38230,Lisbon,Quick trip to Lisbon for work – still managed to catch this: tram 28 on cobblestone streets.,Positive,388615,1230,235629,Tram 28 on cobblestone streets,Business
7/8/2025,7:46,U70690,Copenhagen,Thrill-seeking in Copenhagen! Colorful houses in Nyhavn was the highlight.,Positive,309414,757,187162.4,Colorful houses in Nyhavn,Adventure
6/14/2025,2:06,U20383,Bangkok,Vacation vibes in Bangkok! Floating market boats made it unforgettable.,Neutral,475808,3451,292386.8,Floating market boats,Leisure
6/11/2025,8:49,U49913,Istanbul,Quick trip to Istanbul for work – still managed to catch this: bosporus ferry ride.,Negative,78744,1238,49722.4,Bosporus ferry ride,Business
7/17/2025,1:02,U24102,Barcelona,Business isn’t all boring – check out tapas on a patio table in Barcelona.,Neutral,19626,1774,15323.6,Tapas on a patio table,Business
7/18/2025,0:03,U11779,Marrakech,Adventuring through Marrakech – just look at lanterns in souk alley!,Positive,446497,3392,274682.2,Lanterns in souk alley,Adventure
7/13/2025,1:04,U64623,Riga,Relaxing in Riga with views like this: freedom monument with tourists.,Neutral,279444,2906,173478.4,Freedom Monument with tourists,Leisure
7/17/2025,3:20,U95671,Tel Aviv,Vacation vibes in Tel Aviv! Carmel Market food stalls made it unforgettable.,Neutral,309490,4444,194582,Carmel Market food stalls,Leisure
6/11/2025,21:32,U72752,Buenos Aires,Vacation vibes in Buenos Aires! Tango dancers in San Telmo made it unforgettable.,Positive,371958,2825,228824.8,Tango dancers in San Telmo,Leisure
7/15/2025,17:42,U95592,Vienna,Thrill-seeking in Vienna! Viennese coffee and cake was the highlight.,Positive,88456,3086,59245.6,Viennese coffee and cake,Adventure
6/20/2025,19:09,U96223,Rome,Thrill-seeking in Rome! Street performer near the Pantheon was the highlight.,Neutral,81171,323,49348.6,Street performer near the Pantheon,Adventure
6/16/2025,9:32,U23122,Edinburgh,Quick trip to Edinburgh for work – still managed to catch this: bagpiper on royal mile.,Positive,366972,475,221133.2,Bagpiper on Royal Mile,Business
6/14/2025,3:00,U52764,Rome,Business isn’t all boring – check out street performer near the pantheon in Rome.,Neutral,114912,4493,77933.2,Street performer near the Pantheon,Business
6/13/2025,14:48,U23991,Vienna,Relaxing in Vienna with views like this: viennese coffee and cake.,Positive,481793,4564,298203.8,Viennese coffee and cake,Leisure
6/25/2025,15:23,U43066,Buenos Aires,Quick trip to Buenos Aires for work – still managed to catch this: obelisk in city center.,Positive,442866,834,267387.6,Obelisk in city center,Business
7/18/2025,14:09,U16268,Helsinki,"Between meetings in Helsinki, took a moment to enjoy tram crossing snowy street.",Positive,256851,1071,156252.6,Tram crossing snowy street,Business
7/3/2025,23:43,U38656,Lisbon,Business isn’t all boring – check out view from miradouro da senhora in Lisbon.,Positive,65706,4885,49193.6,View from Miradouro da Senhora,Business
7/21/2025,10:18,U35132,Abu Dhabi,Adventuring through Abu Dhabi – just look at sheikh zayed mosque white domes!,Positive,331637,522,200026.2,Sheikh Zayed Mosque white domes,Adventure
7/5/2025,9:00,U30993,Cusco,"Between meetings in Cusco, took a moment to enjoy stone streets of inca city.",Neutral,407791,2089,248852.6,Stone streets of Inca city,Business
6/13/2025,11:26,U73109,Istanbul,Adventuring through Istanbul – just look at spices in grand bazaar!,Neutral,362472,2003,221489.2,Spices in Grand Bazaar,Adventure
6/22/2025,10:51,U47591,Toronto,Exploring the beauty of Toronto – snow-covered sidewalks downtown.,Neutral,216630,3482,136942,Snow-covered sidewalks downtown,Leisure
6/22/2025,10:24,U24058,Marrakech,Adrenaline + views = Marrakech. Loved koutoubia mosque at dusk!,Positive,160227,503,97142.2,Koutoubia Mosque at dusk,Adventure
6/17/2025,19:18,U29367,Auckland,"Between meetings in Auckland, took a moment to enjoy sky tower above marina.",Negative,108448,957,66982.8,Sky Tower above marina,Business
6/10/2025,11:13,U98315,Santiago,Thrill-seeking in Santiago! Cerro San Cristóbal cable car was the highlight.,Neutral,274113,2526,169519.8,Cerro San Cristóbal cable car,Adventure
7/10/2025,1:14,U28170,Warsaw,Adrenaline + views = Warsaw. Loved palace of culture and science at night!,Negative,326904,3586,203314.4,Palace of Culture and Science at night,Adventure
6/2/2025,0:53,U56161,Los Angeles,Exploring the beauty of Los Angeles – santa monica pier.,Positive,286893,1561,175257.8,Santa Monica Pier,Leisure
7/19/2025,6:24,U46212,Doha,Relaxing in Doha with views like this: skyline with dhow boat.,Positive,245390,1475,150184,Skyline with dhow boat,Leisure
7/2/2025,4:24,U43182,Mexico City,Adrenaline + views = Mexico City. Loved street tacos on paper plate!,Negative,474422,3419,291491.2,Street tacos on paper plate,Adventure
6/12/2025,10:38,U12610,Cusco,Vacation vibes in Cusco! Stone streets of Inca city made it unforgettable.,Neutral,309583,1347,188443.8,Stone streets of Inca city,Leisure
6/17/2025,22:00,U74971,Helsinki,Quick trip to Helsinki for work – still managed to catch this: market square food stalls.,Negative,183679,744,111695.4,Market Square food stalls,Business
7/12/2025,6:41,U69369,Nairobi,Relaxing in Nairobi with views like this: maasai warrior in traditional dress.,Positive,226380,3290,142408,Maasai warrior in traditional dress,Leisure
7/15/2025,18:33,U52322,Cusco,Adventuring through Cusco – just look at alpacas near mountain trail!,Positive,322676,1666,196937.6,Alpacas near mountain trail,Adventure
6/13/2025,4:29,U78439,Bali,Thrill-seeking in Bali! Yoga on the beach was the highlight.,Positive,321805,2978,199039,Yoga on the beach,Adventure
6/7/2025,5:20,U46510,Seoul,Quick trip to Seoul for work – still managed to catch this: night view of n seoul tower.,Positive,291910,4445,184036,Night view of N Seoul Tower,Business
6/25/2025,19:24,U34159,Tel Aviv,Business isn’t all boring – check out old jaffa port at dusk in Tel Aviv.,Positive,98889,3976,67285.4,Old Jaffa port at dusk,Business
7/25/2025,0:33,U97392,Vancouver,Vacation vibes in Vancouver! Sunset kayak on the inlet made it unforgettable.,Positive,155586,1429,96209.6,Sunset kayak on the inlet,Leisure
6/21/2025,22:22,U62103,Warsaw,Exploring the beauty of Warsaw – colorful buildings in old town.,Negative,370373,4,222231.8,Colorful buildings in Old Town,Leisure
6/20/2025,0:35,U44724,Sydney,Business isn’t all boring – check out harbor bridge lights at night in Sydney.,Neutral,313754,3732,195716.4,Harbor Bridge lights at night,Business
7/9/2025,7:35,U95375,Sydney,Adrenaline + views = Sydney. Loved harbor bridge lights at night!,Positive,29318,2125,21840.8,Harbor Bridge lights at night,Adventure
7/28/2025,1:10,U23457,Marrakech,Relaxing in Marrakech with views like this: spices at the medina.,Positive,371357,726,224266.2,Spices at the Medina,Leisure
7/1/2025,0:05,U92687,Istanbul,Business isn’t all boring – check out bosporus ferry ride in Istanbul.,Positive,456836,303,274707.6,Bosporus ferry ride,Business
7/7/2025,7:27,U12657,Moscow,Thrill-seeking in Moscow! Moscow Metro ornate station was the highlight.,Positive,248093,1915,152685.8,Moscow Metro ornate station,Adventure
7/7/2025,0:50,U47293,Manila,Quick trip to Manila for work – still managed to catch this: sunset over manila bay.,Positive,492555,1731,298995,Sunset over Manila Bay,Business
6/28/2025,10:39,U91766,Barcelona,Adrenaline + views = Barcelona. Loved park güell mosaics!,Neutral,188979,494,114375.4,Park Güell mosaics,Adventure
6/3/2025,18:36,U74561,Zurich,Adrenaline + views = Zurich. Loved lake zurich view with swans!,Positive,346307,272,208328.2,Lake Zurich view with swans,Adventure
7/19/2025,12:37,U43212,Bali,Thrill-seeking in Bali! Yoga on the beach was the highlight.,Positive,138532,2836,88791.2,Yoga on the beach,Adventure
7/27/2025,3:32,U87666,New York,Adrenaline + views = New York. Loved skyline from brooklyn bridge!,Neutral,463599,282,278723.4,Skyline from Brooklyn Bridge,Adventure
7/3/2025,19:22,U12016,Venice,"Between meetings in Venice, took a moment to enjoy bridge of sighs at dusk.",Neutral,477594,2541,291638.4,Bridge of Sighs at dusk,Business
7/27/2025,10:46,U99916,Vancouver,Relaxing in Vancouver with views like this: stanley park seawall walk.,Neutral,288810,2381,178048,Stanley Park seawall walk,Leisure
7/2/2025,18:47,U11604,Doha,Adrenaline + views = Doha. Loved skyline with dhow boat!,Neutral,358502,1923,218947.2,Skyline with dhow boat,Adventure
7/25/2025,1:02,U42042,Santorini,Adrenaline + views = Santorini. Loved sunset over the aegean sea!,Neutral,254085,761,153973,Sunset over the Aegean Sea,Adventure
6/8/2025,12:11,U41824,Beijing,Business isn’t all boring – check out the great wall winding over hills in Beijing.,Neutral,253949,3613,159595.4,The Great Wall winding over hills,Business
6/10/2025,23:07,U35180,Cape Town,Quick trip to Cape Town for work – still managed to catch this: penguins at boulders beach.,Positive,447109,2240,272745.4,Penguins at Boulders Beach,Business
6/22/2025,23:54,U89886,Tel Aviv,Business isn’t all boring – check out beachfront with volleyball players in Tel Aviv.,Neutral,268601,1375,163910.6,Beachfront with volleyball players,Business
6/8/2025,23:23,U26014,Seoul,Business isn’t all boring – check out night view of n seoul tower in Seoul.,Positive,206652,2167,128325.2,Night view of N Seoul Tower,Business
7/12/2025,3:06,U28668,Iceland,"Between meetings in Iceland, took a moment to enjoy northern lights over glacier.",Positive,488305,1794,296571,Northern lights over glacier,Business
6/5/2025,4:00,U13371,Zagreb,"Between meetings in Zagreb, took a moment to enjoy st. mark’s colorful roof.",Positive,220385,3789,139809,St. Mark’s colorful roof,Business
7/3/2025,11:50,U78510,Lima,Business isn’t all boring – check out ceviche dish close-up in Lima.,Positive,216512,1550,133007.2,Ceviche dish close-up,Business
7/2/2025,0:25,U45912,Tallinn,Exploring the beauty of Tallinn – cafés in old town street.,Positive,270149,4016,170121.4,Cafés in old town street,Leisure
6/23/2025,7:09,U68354,Vienna,Exploring the beauty of Vienna – horse-drawn carriage in old town.,Positive,5991,4027,11648.6,Horse-drawn carriage in old town,Leisure
6/18/2025,5:16,U58804,Beijing,Adventuring through Beijing – just look at beijing duck in a traditional setting!,Negative,94444,4518,65702.4,Beijing duck in a traditional setting,Adventure
7/24/2025,18:53,U26310,Stockholm,Exploring the beauty of Stockholm – gamla stan alleyways.,Neutral,165973,3050,105683.8,Gamla Stan alleyways,Leisure
5/29/2025,15:16,U51124,Cape Town,Adrenaline + views = Cape Town. Loved top of table mountain view!,Neutral,57610,2503,39572,Top of Table Mountain view,Adventure
6/23/2025,3:56,U86895,Barcelona,Exploring the beauty of Barcelona – tapas on a patio table.,Negative,25062,4847,24731.2,Tapas on a patio table,Leisure
7/2/2025,2:42,U80429,Vancouver,Relaxing in Vancouver with views like this: snow-capped mountains behind skyline.,Positive,357989,1489,217771.4,Snow-capped mountains behind skyline,Leisure
6/18/2025,22:00,U45111,Vienna,Quick trip to Vienna for work – still managed to catch this: viennese coffee and cake.,Positive,211936,3786,134733.6,Viennese coffee and cake,Business
